Team,W_L,Date
GSW,W,2016-02-09
GSW,W,2016-02-10
GSW,L,2016-02-19
GSW,W,2016-02-20
GSW,W,2016-02-22
GSW,W,2016-02-24
GSW,W,2016-02-25
GSW,W,2016-02-27
GSW,W,2016-03-01
GSW,W,2016-03-03
GSW,L,2016-03-06
GSW,W,2016-03-07
GSW,W,2016-03-09
GSW,W,2016-03-11
GSW,W,2016-03-12
GSW,W,2016-03-14
GSW,W,2016-03-16
GSW,W,2016-03-18
GSW,L,2016-03-19
GSW,W,2016-03-21
GSW,W,2016-03-23
GSW,W,2016-03-25
GSW,W,2016-03-27
GSW,W,2016-03-29
GSW,W,2016-03-30
GSW,L,2016-04-01
GSW,W,2016-04-03
GSW,L,2016-04-05
GSW,W,2016-04-07
GSW,W,2016-04-09
GSW,W,2016-04-10
GSW,W,2016-04-13
HOU,L,2015-10-28
HOU,L,2015-10-30
HOU,L,2015-11-01
HOU,W,2015-11-02
HOU,W,2015-11-04
HOU,W,2015-11-06
HOU,W,2015-11-07
HOU,L,2015-11-11
HOU,L,2015-11-13
HOU,L,2015-11-14
HOU,L,2015-11-16
HOU,W,2015-11-18
HOU,L,2015-11-20
HOU,L,2015-11-21
HOU,L,2015-11-25
HOU,W,2015-11-27
HOU,W,2015-11-29
HOU,L,2015-11-30
HOU,W,2015-12-02
HOU,W,2015-12-04
HOU,W,2015-12-05
HOU,L,2015-12-08
HOU,W,2015-12-09
HOU,W,2015-12-12
HOU,L,2015-12-14
HOU,L,2015-12-15
HOU,W,2015-12-17
HOU,W,2015-12-19
HOU,W,2015-12-21
HOU,L,2015-12-23
HOU,W,2015-12-25
HOU,L,2015-12-26
HOU,L,2015-12-29
HOU,L,2015-12-31
HOU,L,2016-01-02
HOU,W,2016-01-04
HOU,W,2016-01-07
HOU,W,2016-01-10
HOU,W,2016-01-12
HOU,W,2016-01-13
HOU,L,2016-01-15
HOU,W,2016-01-17
HOU,L,2016-01-18
HOU,L,2016-01-20
HOU,W,2016-01-22
HOU,W,2016-01-24
HOU,W,2016-01-25
HOU,L,2016-01-27
HOU,L,2016-01-29
HOU,L,2016-01-30
HOU,W,2016-02-02
HOU,W,2016-02-04
HOU,L,2016-02-06
HOU,L,2016-02-09
HOU,L,2016-02-10
HOU,W,2016-02-19
HOU,L,2016-02-23
HOU,W,2016-02-25
HOU,L,2016-02-27
HOU,L,2016-02-29
HOU,W,2016-03-02
HOU,L,2016-03-05
HOU,W,2016-03-06
HOU,W,2016-03-09
HOU,W,2016-03-11
HOU,L,2016-03-12
HOU,W,2016-03-14
HOU,L,2016-03-16
HOU,W,2016-03-18
HOU,L,2016-03-19
HOU,L,2016-03-22
HOU,L,2016-03-23
HOU,W,2016-03-25
HOU,L,2016-03-27
HOU,W,2016-03-29
HOU,L,2016-03-31
HOU,W,2016-04-03
HOU,L,2016-04-06
HOU,L,2016-04-07
HOU,W,2016-04-10
HOU,W,2016-04-11
HOU,W,2016-04-13
IND,L,2015-10-28
IND,L,2015-10-29
IND,L,2015-10-31
IND,W,2015-11-03
IND,W,2015-11-04
IND,W,2015-11-06
IND,L,2015-11-08
IND,W,2015-11-09
IND,W,2015-11-11
IND,W,2015-11-13
IND,L,2015-11-16
IND,W,2015-11-18
IND,W,2015-11-21
IND,W,2015-11-24
IND,W,2015-11-27
IND,W,2015-11-29
IND,W,2015-12-02
IND,L,2015-12-03
IND,L,2015-12-05
IND,L,2015-12-08
IND,W,2015-12-11
IND,L,2015-12-12
IND,W,2015-12-14
IND,W,2015-12-16
IND,W,2015-12-18
IND,L,2015-12-19
IND,L,2015-12-21
IND,L,2015-12-23
IND,W,2015-12-26
IND,W,2015-12-28
IND,L,2015-12-30
IND,L,2015-12-31
IND,W,2016-01-02
IND,L,2016-01-04
IND,W,2016-01-06
IND,W,2016-01-08
IND,L,2016-01-10
IND,W,2016-01-12
IND,L,2016-01-13
IND,L,2016-01-15
IND,L,2016-01-17
IND,W,2016-01-19
IND,L,2016-01-22
IND,L,2016-01-23
IND,L,2016-01-26
IND,W,2016-01-28
IND,W,2016-01-30
IND,L,2016-02-01
IND,W,2016-02-03
IND,L,2016-02-05
IND,W,2016-02-06
IND,W,2016-02-08
IND,L,2016-02-10
IND,W,2016-02-19
IND,W,2016-02-21
IND,L,2016-02-22
IND,W,2016-02-24
IND,L,2016-02-26
IND,L,2016-02-28
IND,L,2016-02-29
IND,W,2016-03-02
IND,L,2016-03-04
IND,W,2016-03-05
IND,W,2016-03-07
IND,W,2016-03-12
IND,L,2016-03-13
IND,W,2016-03-15
IND,L,2016-03-17
IND,L,2016-03-19
IND,W,2016-03-21
IND,W,2016-03-24
IND,L,2016-03-26
IND,W,2016-03-27
IND,L,2016-03-29
IND,L,2016-03-31
IND,W,2016-04-02
IND,W,2016-04-03
IND,W,2016-04-06
IND,L,2016-04-08
IND,W,2016-04-10
IND,W,2016-04-12
IND,W,2016-04-13
LAC,W,2015-10-28
LAC,W,2015-10-29
LAC,W,2015-10-31
LAC,W,2015-11-02
LAC,L,2015-11-04
LAC,L,2015-11-07
LAC,W,2015-11-09
LAC,L,2015-11-11
LAC,L,2015-11-12
LAC,W,2015-11-14
LAC,L,2015-11-19
LAC,L,2015-11-20
LAC,L,2015-11-22
LAC,W,2015-11-24
LAC,L,2015-11-25
LAC,W,2015-11-27
LAC,W,2015-11-29
LAC,W,2015-11-30
LAC,L,2015-12-02
LAC,W,2015-12-05
LAC,W,2015-12-07
LAC,W,2015-12-09
LAC,L,2015-12-10
LAC,W,2015-12-12
LAC,W,2015-12-14
LAC,W,2015-12-16
LAC,L,2015-12-18
LAC,L,2015-12-19
LAC,L,2015-12-21
LAC,W,2015-12-25
LAC,W,2015-12-26
LAC,W,2015-12-28
LAC,W,2015-12-30
LAC,W,2015-12-31
LAC,W,2016-01-02
LAC,W,2016-01-06
LAC,W,2016-01-09
LAC,W,2016-01-10
LAC,W,2016-01-13
LAC,L,2016-01-16
LAC,W,2016-01-18
LAC,L,2016-01-21
LAC,W,2016-01-22
LAC,L,2016-01-24
LAC,W,2016-01-26
LAC,W,2016-01-27
LAC,W,2016-01-29
LAC,W,2016-01-31
LAC,L,2016-02-03
LAC,W,2016-02-05
LAC,W,2016-02-07
LAC,W,2016-02-08
LAC,L,2016-02-10
LAC,W,2016-02-18
LAC,L,2016-02-20
LAC,W,2016-02-22
LAC,L,2016-02-24
LAC,W,2016-02-26
LAC,W,2016-02-29
LAC,W,2016-03-02
LAC,L,2016-03-05
LAC,W,2016-03-07
LAC,L,2016-03-09
LAC,W,2016-03-11
LAC,L,2016-03-13
LAC,L,2016-03-15
LAC,W,2016-03-16
LAC,L,2016-03-19
LAC,L,2016-03-20
LAC,L,2016-03-23
LAC,W,2016-03-24
LAC,W,2016-03-27
LAC,W,2016-03-28
LAC,W,2016-03-30
LAC,L,2016-03-31
LAC,W,2016-04-03
LAC,W,2016-04-05
LAC,W,2016-04-06
LAC,W,2016-04-08
LAC,W,2016-04-10
LAC,W,2016-04-12
LAC,L,2016-04-13
LAL,L,2015-10-28
LAL,L,2015-10-30
LAL,L,2015-11-01
LAL,L,2015-11-03
LAL,W,2015-11-06
LAL,L,2015-11-08
LAL,L,2015-11-10
LAL,L,2015-11-11
LAL,L,2015-11-13
LAL,W,2015-11-15
LAL,L,2015-11-16
LAL,L,2015-11-20
LAL,L,2015-11-22
LAL,L,2015-11-24
LAL,L,2015-11-28
LAL,L,2015-11-29
LAL,L,2015-12-01
LAL,W,2015-12-02
LAL,L,2015-12-04
LAL,L,2015-12-06
LAL,L,2015-12-07
LAL,L,2015-12-09
LAL,L,2015-12-11
LAL,L,2015-12-12
LAL,W,2015-12-15
LAL,L,2015-12-17
LAL,L,2015-12-19
LAL,W,2015-12-22
LAL,L,2015-12-23
LAL,L,2015-12-25
LAL,L,2015-12-27
LAL,L,2015-12-28
LAL,W,2015-12-30
LAL,W,2016-01-01
LAL,W,2016-01-03
LAL,L,2016-01-05
LAL,L,2016-01-07
LAL,L,2016-01-08
LAL,L,2016-01-10
LAL,W,2016-01-12
LAL,L,2016-01-14
LAL,L,2016-01-16
LAL,L,2016-01-17
LAL,L,2016-01-20
LAL,L,2016-01-22
LAL,L,2016-01-23
LAL,L,2016-01-26
LAL,L,2016-01-28
LAL,L,2016-01-29
LAL,L,2016-01-31
LAL,W,2016-02-02
LAL,W,2016-02-04
LAL,L,2016-02-06
LAL,L,2016-02-08
LAL,L,2016-02-10
LAL,L,2016-02-19
LAL,L,2016-02-21
LAL,L,2016-02-22
LAL,L,2016-02-24
LAL,L,2016-02-26
LAL,W,2016-03-01
LAL,L,2016-03-02
LAL,L,2016-03-04
LAL,W,2016-03-06
LAL,W,2016-03-08
LAL,L,2016-03-10
LAL,L,2016-03-13
LAL,L,2016-03-15
LAL,L,2016-03-18
LAL,W,2016-03-22
LAL,L,2016-03-23
LAL,L,2016-03-25
LAL,L,2016-03-27
LAL,L,2016-03-28
LAL,W,2016-03-30
LAL,L,2016-04-03
LAL,L,2016-04-05
LAL,L,2016-04-06
LAL,L,2016-04-08
LAL,L,2016-04-10
LAL,L,2016-04-11
LAL,W,2016-04-13
MEM,L,2015-10-28
MEM,W,2015-10-29
MEM,W,2015-10-31
MEM,L,2015-11-02
MEM,W,2015-11-03
MEM,L,2015-11-05
MEM,L,2015-11-07
MEM,L,2015-11-09
MEM,L,2015-11-11
MEM,W,2015-11-13
MEM,W,2015-11-15
MEM,W,2015-11-16
MEM,W,2015-11-20
MEM,L,2015-11-21
MEM,W,2015-11-24
MEM,W,2015-11-25
MEM,L,2015-11-27
MEM,W,2015-11-29
MEM,W,2015-12-01
MEM,L,2015-12-03
MEM,W,2015-12-06
MEM,L,2015-12-08
MEM,W,2015-12-09
MEM,L,2015-12-11
MEM,L,2015-12-13
MEM,W,2015-12-14
MEM,L,2015-12-16
MEM,L,2015-12-18
MEM,W,2015-12-19
MEM,W,2015-12-22
MEM,L,2015-12-23
MEM,L,2015-12-26
MEM,W,2015-12-27
MEM,W,2015-12-29
MEM,L,2016-01-02
MEM,W,2016-01-04
MEM,L,2016-01-06
MEM,W,2016-01-08
MEM,W,2016-01-10
MEM,L,2016-01-12
MEM,W,2016-01-14
MEM,W,2016-01-16
MEM,W,2016-01-18
MEM,W,2016-01-21
MEM,L,2016-01-23
MEM,W,2016-01-25
MEM,W,2016-01-28
MEM,W,2016-01-30
MEM,W,2016-02-01
MEM,W,2016-02-05
MEM,L,2016-02-06
MEM,L,2016-02-08
MEM,W,2016-02-10
MEM,W,2016-02-19
MEM,L,2016-02-21
MEM,W,2016-02-24
MEM,W,2016-02-26
MEM,L,2016-02-27
MEM,W,2016-02-29
MEM,W,2016-03-02
MEM,W,2016-03-04
MEM,L,2016-03-06
MEM,W,2016-03-07
MEM,L,2016-03-09
MEM,W,2016-03-11
MEM,L,2016-03-12
MEM,L,2016-03-14
MEM,L,2016-03-16
MEM,L,2016-03-17
MEM,W,2016-03-19
MEM,W,2016-03-21
MEM,L,2016-03-22
MEM,L,2016-03-25
MEM,L,2016-03-28
MEM,L,2016-03-30
MEM,L,2016-04-01
MEM,L,2016-04-03
MEM,W,2016-04-05
MEM,L,2016-04-08
MEM,L,2016-04-09
MEM,L,2016-04-12
MEM,L,2016-04-13
MIA,W,2015-10-28
MIA,L,2015-10-30
MIA,W,2015-11-01
MIA,L,2015-11-03
MIA,W,2015-11-05
MIA,L,2015-11-06
MIA,W,2015-11-08
MIA,W,2015-11-10
MIA,W,2015-11-12
MIA,L,2015-11-17
MIA,W,2015-11-19
MIA,W,2015-11-21
MIA,W,2015-11-23
MIA,L,2015-11-25
MIA,W,2015-11-27
MIA,L,2015-11-30
MIA,W,2015-12-03
MIA,W,2015-12-05
MIA,L,2015-12-07
MIA,L,2015-12-09
MIA,L,2015-12-11
MIA,W,2015-12-13
MIA,W,2015-12-14
MIA,W,2015-12-16
MIA,L,2015-12-18
MIA,W,2015-12-20
MIA,L,2015-12-22
MIA,W,2015-12-25
MIA,W,2015-12-26
MIA,L,2015-12-28
MIA,L,2015-12-29
MIA,W,2016-01-01
MIA,W,2016-01-03
MIA,W,2016-01-04
MIA,L,2016-01-06
MIA,W,2016-01-08
MIA,L,2016-01-09
MIA,L,2016-01-11
MIA,L,2016-01-13
MIA,W,2016-01-15
MIA,L,2016-01-17
MIA,L,2016-01-19
MIA,L,2016-01-20
MIA,L,2016-01-22
MIA,W,2016-01-25
MIA,W,2016-01-26
MIA,W,2016-01-29
MIA,W,2016-01-31
MIA,L,2016-02-02
MIA,W,2016-02-03
MIA,W,2016-02-05
MIA,L,2016-02-07
MIA,L,2016-02-09
MIA,W,2016-02-19
MIA,W,2016-02-20
MIA,W,2016-02-22
MIA,L,2016-02-24
MIA,L,2016-02-27
MIA,W,2016-02-28
MIA,W,2016-03-01
MIA,W,2016-03-03
MIA,W,2016-03-04
MIA,W,2016-03-06
MIA,L,2016-03-09
MIA,W,2016-03-11
MIA,L,2016-03-12
MIA,W,2016-03-14
MIA,L,2016-03-17
MIA,W,2016-03-19
MIA,W,2016-03-22
MIA,L,2016-03-23
MIA,W,2016-03-25
MIA,W,2016-03-28
MIA,L,2016-03-30
MIA,W,2016-04-01
MIA,L,2016-04-02
MIA,W,2016-04-05
MIA,W,2016-04-07
MIA,L,2016-04-08
MIA,W,2016-04-10
MIA,W,2016-04-12
MIA,L,2016-04-13
MIL,L,2015-10-28
MIL,L,2015-10-30
MIL,L,2015-11-01
MIL,W,2015-11-02
MIL,W,2015-11-04
MIL,W,2015-11-06
MIL,W,2015-11-07
MIL,L,2015-11-10
MIL,L,2015-11-11
MIL,W,2015-11-14
MIL,L,2015-11-17
MIL,L,2015-11-19
MIL,L,2015-11-21
MIL,W,2015-11-23
MIL,L,2015-11-25
MIL,L,2015-11-27
MIL,L,2015-11-29
MIL,W,2015-11-30
MIL,L,2015-12-02
MIL,L,2015-12-04
MIL,W,2015-12-05
MIL,W,2015-12-07
MIL,L,2015-12-09
MIL,L,2015-12-11
MIL,W,2015-12-12
MIL,L,2015-12-15
MIL,L,2015-12-16
MIL,L,2015-12-18
MIL,W,2015-12-20
MIL,W,2015-12-23
MIL,L,2015-12-26
MIL,L,2015-12-28
MIL,L,2015-12-29
MIL,W,2015-12-31
MIL,W,2016-01-02
MIL,L,2016-01-04
MIL,L,2016-01-05
MIL,W,2016-01-08
MIL,L,2016-01-10
MIL,W,2016-01-12
MIL,L,2016-01-13
MIL,W,2016-01-15
MIL,W,2016-01-16
MIL,W,2016-01-19
MIL,L,2016-01-22
MIL,L,2016-01-23
MIL,W,2016-01-26
MIL,L,2016-01-28
MIL,L,2016-01-29
MIL,L,2016-02-01
MIL,L,2016-02-02
MIL,L,2016-02-05
MIL,W,2016-02-09
MIL,W,2016-02-11
MIL,L,2016-02-19
MIL,W,2016-02-20
MIL,W,2016-02-22
MIL,L,2016-02-25
MIL,L,2016-02-27
MIL,W,2016-02-29
MIL,L,2016-03-02
MIL,W,2016-03-04
MIL,L,2016-03-06
MIL,L,2016-03-07
MIL,W,2016-03-09
MIL,W,2016-03-12
MIL,W,2016-03-13
MIL,L,2016-03-15
MIL,W,2016-03-17
MIL,L,2016-03-20
MIL,L,2016-03-21
MIL,L,2016-03-23
MIL,L,2016-03-25
MIL,L,2016-03-26
MIL,W,2016-03-30
MIL,W,2016-04-01
MIL,L,2016-04-03
MIL,L,2016-04-05
MIL,L,2016-04-08
MIL,W,2016-04-10
MIL,L,2016-04-11
MIL,L,2016-04-13
MIN,W,2015-10-28
MIN,W,2015-10-30
MIN,L,2015-11-02
MIN,L,2015-11-05
MIN,W,2015-11-07
MIN,W,2015-11-09
MIN,L,2015-11-10
MIN,L,2015-11-12
MIN,L,2015-11-13
MIN,L,2015-11-15
MIN,W,2015-11-17
MIN,L,2015-11-18
MIN,L,2015-11-20
MIN,W,2015-11-23
MIN,W,2015-11-25
MIN,W,2015-11-27
MIN,L,2015-11-29
MIN,L,2015-12-01
MIN,L,2015-12-05
MIN,L,2015-12-07
MIN,W,2015-12-09
MIN,L,2015-12-11
MIN,L,2015-12-13
MIN,L,2015-12-15
MIN,L,2015-12-16
MIN,W,2015-12-18
MIN,W,2015-12-20
MIN,L,2015-12-21
MIN,L,2015-12-23
MIN,L,2015-12-26
MIN,L,2015-12-28
MIN,W,2015-12-30
MIN,L,2015-12-31
MIN,L,2016-01-02
MIN,L,2016-01-04
MIN,L,2016-01-06
MIN,L,2016-01-08
MIN,L,2016-01-10
MIN,L,2016-01-12
MIN,L,2016-01-13
MIN,L,2016-01-15
MIN,W,2016-01-17
MIN,L,2016-01-19
MIN,L,2016-01-20
MIN,W,2016-01-23
MIN,L,2016-01-25
MIN,L,2016-01-27
MIN,L,2016-01-29
MIN,L,2016-01-31
MIN,L,2016-02-02
MIN,W,2016-02-03
MIN,W,2016-02-06
MIN,L,2016-02-08
MIN,W,2016-02-10
MIN,L,2016-02-19
MIN,L,2016-02-20
MIN,W,2016-02-22
MIN,L,2016-02-24
MIN,W,2016-02-27
MIN,L,2016-02-28
MIN,L,2016-03-02
MIN,L,2016-03-04
MIN,W,2016-03-05
MIN,L,2016-03-07
MIN,L,2016-03-08
MIN,W,2016-03-11
MIN,L,2016-03-14
MIN,W,2016-03-16
MIN,L,2016-03-18
MIN,L,2016-03-21
MIN,W,2016-03-23
MIN,W,2016-03-25
MIN,L,2016-03-26
MIN,W,2016-03-28
MIN,L,2016-03-30
MIN,L,2016-04-01
MIN,L,2016-04-03
MIN,W,2016-04-05
MIN,W,2016-04-07
MIN,W,2016-04-09
MIN,L,2016-04-11
MIN,W,2016-04-13
NOP,L,2015-10-27
NOP,L,2015-10-28
NOP,L,2015-10-31
NOP,L,2015-11-03
NOP,L,2015-11-06
NOP,L,2015-11-07
NOP,W,2015-11-10
NOP,L,2015-11-11
NOP,L,2015-11-13
NOP,L,2015-11-15
NOP,L,2015-11-17
NOP,L,2015-11-18
NOP,W,2015-11-20
NOP,W,2015-11-22
NOP,W,2015-11-25
NOP,L,2015-11-27
NOP,L,2015-11-28
NOP,L,2015-12-01
NOP,L,2015-12-02
NOP,W,2015-12-04
NOP,L,2015-12-07
NOP,W,2015-12-11
NOP,L,2015-12-12
NOP,L,2015-12-14
NOP,W,2015-12-16
NOP,L,2015-12-18
NOP,W,2015-12-20
NOP,W,2015-12-23
NOP,L,2015-12-25
NOP,W,2015-12-26
NOP,L,2015-12-28
NOP,L,2015-12-31
NOP,W,2016-01-02
NOP,L,2016-01-06
NOP,L,2016-01-08
NOP,L,2016-01-10
NOP,L,2016-01-12
NOP,W,2016-01-13
NOP,W,2016-01-15
NOP,L,2016-01-18
NOP,W,2016-01-19
NOP,W,2016-01-21
NOP,W,2016-01-23
NOP,L,2016-01-25
NOP,W,2016-01-28
NOP,W,2016-01-30
NOP,L,2016-02-01
NOP,L,2016-02-03
NOP,L,2016-02-04
NOP,L,2016-02-06
NOP,W,2016-02-08
NOP,W,2016-02-10
NOP,L,2016-02-11
NOP,W,2016-02-19
NOP,W,2016-02-21
NOP,L,2016-02-23
NOP,W,2016-02-25
NOP,L,2016-02-27
NOP,L,2016-03-02
NOP,L,2016-03-03
NOP,L,2016-03-05
NOP,W,2016-03-07
NOP,L,2016-03-09
NOP,L,2016-03-11
NOP,L,2016-03-12
NOP,L,2016-03-14
NOP,W,2016-03-16
NOP,L,2016-03-18
NOP,W,2016-03-20
NOP,L,2016-03-22
NOP,L,2016-03-24
NOP,L,2016-03-26
NOP,W,2016-03-28
NOP,L,2016-03-30
NOP,W,2016-03-31
NOP,W,2016-04-03
NOP,L,2016-04-05
NOP,L,2016-04-06
NOP,W,2016-04-08
NOP,L,2016-04-09
NOP,L,2016-04-11
NOP,L,2016-04-13
NYK,W,2015-10-28
NYK,L,2015-10-29
NYK,W,2015-10-31
NYK,L,2015-11-02
NYK,L,2015-11-04
NYK,L,2015-11-06
NYK,W,2015-11-08
NYK,W,2015-11-10
NYK,L,2015-11-11
NYK,L,2015-11-13
NYK,W,2015-11-15
NYK,W,2015-11-17
NYK,W,2015-11-20
NYK,W,2015-11-21
NYK,L,2015-11-23
NYK,L,2015-11-25
NYK,L,2015-11-27
NYK,L,2015-11-29
NYK,W,2015-12-02
NYK,W,2015-12-04
NYK,L,2015-12-05
NYK,L,2015-12-07
NYK,L,2015-12-09
NYK,L,2015-12-10
NYK,W,2015-12-12
NYK,W,2015-12-16
NYK,W,2015-12-18
NYK,W,2015-12-19
NYK,L,2015-12-21
NYK,L,2015-12-23
NYK,L,2015-12-26
NYK,L,2015-12-27
NYK,W,2015-12-29
NYK,L,2016-01-01
NYK,W,2016-01-03
NYK,W,2016-01-05
NYK,W,2016-01-06
NYK,L,2016-01-08
NYK,W,2016-01-10
NYK,W,2016-01-12
NYK,L,2016-01-13
NYK,L,2016-01-16
NYK,W,2016-01-18
NYK,W,2016-01-20
NYK,L,2016-01-22
NYK,L,2016-01-23
NYK,L,2016-01-26
NYK,L,2016-01-28
NYK,W,2016-01-29
NYK,L,2016-01-31
NYK,L,2016-02-02
NYK,L,2016-02-04
NYK,L,2016-02-05
NYK,L,2016-02-07
NYK,L,2016-02-09
NYK,L,2016-02-19
NYK,W,2016-02-20
NYK,L,2016-02-22
NYK,L,2016-02-24
NYK,W,2016-02-26
NYK,L,2016-02-28
NYK,L,2016-03-01
NYK,L,2016-03-04
NYK,W,2016-03-05
NYK,L,2016-03-08
NYK,W,2016-03-09
NYK,L,2016-03-11
NYK,W,2016-03-13
NYK,L,2016-03-16
NYK,L,2016-03-19
NYK,L,2016-03-20
NYK,W,2016-03-23
NYK,W,2016-03-24
NYK,L,2016-03-26
NYK,L,2016-03-28
NYK,L,2016-03-30
NYK,W,2016-04-01
NYK,L,2016-04-03
NYK,L,2016-04-06
NYK,W,2016-04-08
NYK,L,2016-04-10
NYK,L,2016-04-12
OKC,W,2015-10-28
OKC,W,2015-10-30
OKC,W,2015-11-01
OKC,L,2015-11-02
OKC,L,2015-11-04
OKC,L,2015-11-05
OKC,W,2015-11-08
OKC,W,2015-11-10
OKC,W,2015-11-13
OKC,L,2015-11-15
OKC,L,2015-11-16
OKC,W,2015-11-18
OKC,L,2015-11-20
OKC,W,2015-11-22
OKC,W,2015-11-23
OKC,W,2015-11-25
OKC,W,2015-11-27
OKC,L,2015-11-30
OKC,L,2015-12-03
OKC,W,2015-12-06
OKC,W,2015-12-08
OKC,W,2015-12-10
OKC,W,2015-12-11
OKC,W,2015-12-13
OKC,W,2015-12-16
OKC,L,2015-12-17
OKC,W,2015-12-19
OKC,W,2015-12-21
OKC,W,2015-12-23
OKC,L,2015-12-25
OKC,W,2015-12-27
OKC,W,2015-12-29
OKC,W,2015-12-31
OKC,W,2016-01-02
OKC,L,2016-01-04
OKC,W,2016-01-06
OKC,W,2016-01-08
OKC,L,2016-01-10
OKC,W,2016-01-12
OKC,W,2016-01-13
OKC,W,2016-01-15
OKC,W,2016-01-17
OKC,W,2016-01-19
OKC,W,2016-01-20
OKC,W,2016-01-22
OKC,L,2016-01-24
OKC,W,2016-01-26
OKC,W,2016-01-27
OKC,W,2016-01-29
OKC,W,2016-02-01
OKC,W,2016-02-03
OKC,L,2016-02-06
OKC,W,2016-02-08
OKC,W,2016-02-11
OKC,L,2016-02-19
OKC,L,2016-02-21
OKC,W,2016-02-24
OKC,L,2016-02-25
OKC,L,2016-02-27
OKC,W,2016-02-29
OKC,L,2016-03-02
OKC,L,2016-03-03
OKC,W,2016-03-06
OKC,W,2016-03-09
OKC,L,2016-03-11
OKC,L,2016-03-12
OKC,W,2016-03-14
OKC,W,2016-03-16
OKC,W,2016-03-18
OKC,W,2016-03-19
OKC,W,2016-03-22
OKC,W,2016-03-24
OKC,W,2016-03-26
OKC,W,2016-03-28
OKC,L,2016-03-29
OKC,W,2016-03-31
OKC,L,2016-04-03
OKC,W,2016-04-05
OKC,L,2016-04-06
OKC,L,2016-04-09
OKC,W,2016-04-11
OKC,L,2016-04-12
ORL,L,2015-10-28
ORL,L,2015-10-30
ORL,L,2015-11-01
ORL,W,2015-11-03
ORL,L,2015-11-04
ORL,W,2015-11-06
ORL,W,2015-11-07
ORL,L,2015-11-09
ORL,W,2015-11-11
ORL,W,2015-11-13
ORL,L,2015-11-14
ORL,W,2015-11-18
ORL,L,2015-11-21
ORL,L,2015-11-23
ORL,W,2015-11-25
ORL,W,2015-11-27
ORL,W,2015-11-29
ORL,W,2015-12-01
ORL,W,2015-12-03
ORL,L,2015-12-05
ORL,W,2015-12-08
ORL,L,2015-12-09
ORL,L,2015-12-11
ORL,W,2015-12-14
ORL,W,2015-12-16
ORL,W,2015-12-18
ORL,L,2015-12-20
ORL,W,2015-12-21
ORL,W,2015-12-23
ORL,L,2015-12-26
ORL,W,2015-12-28
ORL,W,2015-12-30
ORL,L,2016-01-01
ORL,L,2016-01-02
ORL,L,2016-01-04
ORL,L,2016-01-06
ORL,W,2016-01-08
ORL,L,2016-01-09
ORL,L,2016-01-14
ORL,L,2016-01-18
ORL,L,2016-01-20
ORL,L,2016-01-22
ORL,L,2016-01-25
ORL,L,2016-01-26
ORL,L,2016-01-29
ORL,W,2016-01-31
ORL,L,2016-02-01
ORL,L,2016-02-03
ORL,L,2016-02-05
ORL,W,2016-02-07
ORL,W,2016-02-08
ORL,L,2016-02-10
ORL,W,2016-02-19
ORL,L,2016-02-21
ORL,W,2016-02-23
ORL,L,2016-02-25
ORL,L,2016-02-26
ORL,W,2016-02-28
ORL,L,2016-03-01
ORL,W,2016-03-02
ORL,L,2016-03-04
ORL,L,2016-03-07
ORL,L,2016-03-08
ORL,W,2016-03-11
ORL,L,2016-03-12
ORL,W,2016-03-15
ORL,L,2016-03-16
ORL,L,2016-03-18
ORL,L,2016-03-20
ORL,L,2016-03-21
ORL,L,2016-03-23
ORL,L,2016-03-25
ORL,W,2016-03-26
ORL,W,2016-03-29
ORL,W,2016-03-31
ORL,L,2016-04-01
ORL,W,2016-04-03
ORL,L,2016-04-06
ORL,W,2016-04-08
ORL,L,2016-04-10
ORL,W,2016-04-11
ORL,L,2016-04-13
PHI,L,2015-10-28
PHI,L,2015-10-30
PHI,L,2015-11-02
PHI,L,2015-11-04
PHI,L,2015-11-06
PHI,L,2015-11-07
PHI,L,2015-11-09
PHI,L,2015-11-11
PHI,L,2015-11-13
PHI,L,2015-11-14
PHI,L,2015-11-16
PHI,L,2015-11-18
PHI,L,2015-11-20
PHI,L,2015-11-21
PHI,L,2015-11-23
PHI,L,2015-11-25
PHI,L,2015-11-27
PHI,L,2015-11-29
PHI,W,2015-12-01
PHI,L,2015-12-02
PHI,L,2015-12-05
PHI,L,2015-12-07
PHI,L,2015-12-10
PHI,L,2015-12-11
PHI,L,2015-12-13
PHI,L,2015-12-14
PHI,L,2015-12-16
PHI,L,2015-12-18
PHI,L,2015-12-20
PHI,L,2015-12-22
PHI,L,2015-12-23
PHI,W,2015-12-26
PHI,L,2015-12-28
PHI,W,2015-12-30
PHI,L,2016-01-01
PHI,L,2016-01-02
PHI,W,2016-01-04
PHI,L,2016-01-07
PHI,L,2016-01-09
PHI,L,2016-01-10
PHI,L,2016-01-14
PHI,W,2016-01-16
PHI,L,2016-01-18
PHI,W,2016-01-20
PHI,L,2016-01-24
PHI,W,2016-01-26
PHI,L,2016-01-27
PHI,L,2016-01-30
PHI,L,2016-02-03
PHI,L,2016-02-05
PHI,W,2016-02-06
PHI,L,2016-02-08
PHI,L,2016-02-10
PHI,L,2016-02-19
PHI,L,2016-02-21
PHI,L,2016-02-23
PHI,L,2016-02-24
PHI,L,2016-02-26
PHI,L,2016-02-28
PHI,L,2016-02-29
PHI,L,2016-03-02
PHI,L,2016-03-04
PHI,L,2016-03-06
PHI,L,2016-03-09
PHI,W,2016-03-11
PHI,L,2016-03-12
