Team,W_L,Date
DAL,L,2016-10-26
DAL,L,2016-10-28
DAL,L,2016-10-30
DAL,L,2016-11-02
DAL,L,2016-11-04
DAL,W,2016-11-06
DAL,W,2016-11-08
DAL,L,2016-11-09
DAL,L,2016-11-14
DAL,L,2016-11-16
DAL,L,2016-11-18
DAL,L,2016-11-19
DAL,L,2016-11-21
DAL,L,2016-11-23
DAL,L,2016-11-25
DAL,W,2016-11-27
DAL,L,2016-11-30
DAL,L,2016-12-01
DAL,W,2016-12-03
DAL,L,2016-12-05
DAL,L,2016-12-07
DAL,W,2016-12-09
DAL,L,2016-12-10
DAL,W,2016-12-12
DAL,L,2016-12-14
DAL,L,2016-12-16
DAL,W,2016-12-18
DAL,L,2016-12-19
DAL,W,2016-12-21
DAL,W,2016-12-23
DAL,L,2016-12-26
DAL,L,2016-12-27
DAL,W,2016-12-29
DAL,L,2016-12-30
DAL,W,2017-01-03
DAL,L,2017-01-05
DAL,L,2017-01-07
DAL,L,2017-01-09
DAL,W,2017-01-12
DAL,W,2017-01-15
DAL,W,2017-01-17
DAL,L,2017-01-19
DAL,L,2017-01-20
DAL,W,2017-01-22
DAL,W,2017-01-25
DAL,L,2017-01-26
DAL,W,2017-01-29
DAL,W,2017-01-30
DAL,W,2017-02-01
DAL,W,2017-02-03
DAL,L,2017-02-06
DAL,L,2017-02-07
DAL,W,2017-02-09
DAL,W,2017-02-11
DAL,L,2017-02-13
DAL,L,2017-02-15
DAL,L,2017-02-24
DAL,W,2017-02-25
DAL,W,2017-02-27
DAL,L,2017-03-01
DAL,W,2017-03-03
DAL,W,2017-03-05
DAL,W,2017-03-07
DAL,W,2017-03-10
DAL,L,2017-03-11
DAL,L,2017-03-13
DAL,W,2017-03-15
DAL,L,2017-03-17
DAL,W,2017-03-19
DAL,L,2017-03-21
DAL,W,2017-03-23
DAL,L,2017-03-25
DAL,L,2017-03-27
DAL,L,2017-03-29
DAL,L,2017-03-31
DAL,W,2017-04-02
DAL,L,2017-04-04
DAL,L,2017-04-05
DAL,L,2017-04-07
DAL,L,2017-04-09
DAL,L,2017-04-11
DAL,W,2017-04-12
DEN,W,2016-10-26
DEN,L,2016-10-29
DEN,L,2016-10-31
DEN,W,2016-11-03
DEN,L,2016-11-05
DEN,W,2016-11-06
DEN,L,2016-11-08
DEN,L,2016-11-10
DEN,L,2016-11-12
DEN,L,2016-11-13
DEN,W,2016-11-16
DEN,L,2016-11-18
DEN,W,2016-11-20
DEN,W,2016-11-22
DEN,L,2016-11-23
DEN,L,2016-11-25
DEN,W,2016-11-27
DEN,L,2016-11-30
DEN,L,2016-12-02
DEN,L,2016-12-03
DEN,W,2016-12-05
DEN,L,2016-12-07
DEN,L,2016-12-08
DEN,W,2016-12-10
DEN,L,2016-12-12
DEN,W,2016-12-15
DEN,W,2016-12-17
DEN,W,2016-12-19
DEN,L,2016-12-20
DEN,L,2016-12-23
DEN,W,2016-12-26
DEN,W,2016-12-28
DEN,L,2016-12-30
DEN,L,2017-01-02
DEN,L,2017-01-03
DEN,L,2017-01-05
DEN,L,2017-01-07
DEN,W,2017-01-12
DEN,W,2017-01-16
DEN,W,2017-01-17
DEN,L,2017-01-19
DEN,W,2017-01-21
DEN,L,2017-01-22
DEN,W,2017-01-24
DEN,W,2017-01-26
DEN,W,2017-01-28
DEN,L,2017-01-31
DEN,L,2017-02-01
DEN,W,2017-02-03
DEN,L,2017-02-04
DEN,W,2017-02-06
DEN,L,2017-02-08
DEN,W,2017-02-10
DEN,L,2017-02-11
DEN,W,2017-02-13
DEN,L,2017-02-15
DEN,L,2017-02-23
DEN,W,2017-02-24
DEN,L,2017-02-26
DEN,W,2017-02-28
DEN,W,2017-03-01
DEN,L,2017-03-04
DEN,W,2017-03-06
DEN,L,2017-03-08
DEN,W,2017-03-10
DEN,W,2017-03-11
DEN,W,2017-03-13
DEN,W,2017-03-16
DEN,L,2017-03-18
DEN,L,2017-03-20
DEN,W,2017-03-22
DEN,W,2017-03-24
DEN,L,2017-03-26
DEN,L,2017-03-28
DEN,L,2017-03-31
DEN,W,2017-04-02
DEN,W,2017-04-04
DEN,L,2017-04-05
DEN,W,2017-04-07
DEN,L,2017-04-09
DEN,W,2017-04-11
DEN,W,2017-04-12
DET,L,2016-10-26
DET,W,2016-10-28
DET,W,2016-10-30
DET,W,2016-11-01
DET,L,2016-11-02
DET,W,2016-11-05
DET,L,2016-11-07
DET,L,2016-11-09
DET,L,2016-11-11
DET,W,2016-11-12
DET,W,2016-11-14
DET,L,2016-11-16
DET,L,2016-11-18
DET,L,2016-11-19
DET,L,2016-11-21
DET,W,2016-11-23
DET,W,2016-11-25
DET,L,2016-11-26
DET,W,2016-11-29
DET,W,2016-11-30
DET,W,2016-12-02
DET,L,2016-12-04
DET,W,2016-12-06
DET,L,2016-12-07
DET,W,2016-12-09
DET,L,2016-12-11
DET,W,2016-12-14
DET,L,2016-12-16
DET,L,2016-12-17
DET,L,2016-12-19
DET,L,2016-12-21
DET,L,2016-12-23
DET,W,2016-12-26
DET,L,2016-12-28
DET,L,2016-12-30
DET,W,2017-01-01
DET,L,2017-01-03
DET,W,2017-01-05
DET,W,2017-01-08
DET,L,2017-01-10
DET,L,2017-01-12
DET,L,2017-01-13
DET,W,2017-01-15
DET,W,2017-01-18
DET,W,2017-01-21
DET,L,2017-01-23
DET,L,2017-01-28
DET,L,2017-01-30
DET,W,2017-02-01
DET,W,2017-02-03
DET,L,2017-02-04
DET,W,2017-02-06
DET,W,2017-02-08
DET,L,2017-02-10
DET,W,2017-02-12
DET,L,2017-02-13
DET,W,2017-02-15
DET,W,2017-02-23
DET,L,2017-02-26
DET,W,2017-02-28
DET,L,2017-03-01
DET,W,2017-03-04
DET,W,2017-03-06
DET,L,2017-03-08
DET,W,2017-03-09
DET,W,2017-03-11
DET,L,2017-03-14
DET,L,2017-03-15
DET,L,2017-03-17
DET,W,2017-03-19
DET,L,2017-03-21
DET,L,2017-03-22
DET,L,2017-03-24
DET,L,2017-03-27
DET,L,2017-03-28
DET,W,2017-03-30
DET,L,2017-03-31
DET,L,2017-04-05
DET,W,2017-04-07
DET,W,2017-04-09
DET,L,2017-04-10
DET,L,2017-04-12
GSW,L,2016-10-25
GSW,W,2016-10-28
GSW,W,2016-10-30
GSW,W,2016-11-01
GSW,W,2016-11-03
GSW,L,2016-11-04
GSW,W,2016-11-07
GSW,W,2016-11-09
GSW,W,2016-11-10
GSW,W,2016-11-13
GSW,W,2016-11-16
GSW,W,2016-11-18
GSW,W,2016-11-19
GSW,W,2016-11-21
GSW,W,2016-11-23
GSW,W,2016-11-25
GSW,W,2016-11-26
GSW,W,2016-11-28
GSW,L,2016-12-01
GSW,W,2016-12-03
GSW,W,2016-12-05
GSW,W,2016-12-07
GSW,W,2016-12-08
GSW,L,2016-12-10
GSW,W,2016-12-11
GSW,W,2016-12-13
GSW,W,2016-12-15
GSW,W,2016-12-17
GSW,W,2016-12-20
GSW,W,2016-12-22
GSW,W,2016-12-23
GSW,L,2016-12-25
GSW,W,2016-12-28
GSW,W,2016-12-30
GSW,W,2017-01-02
GSW,W,2017-01-04
GSW,L,2017-01-06
GSW,W,2017-01-08
GSW,W,2017-01-10
GSW,W,2017-01-12
GSW,W,2017-01-16
GSW,W,2017-01-18
GSW,W,2017-01-20
GSW,W,2017-01-22
GSW,L,2017-01-23
GSW,W,2017-01-25
GSW,W,2017-01-28
GSW,W,2017-01-29
GSW,W,2017-02-01
GSW,W,2017-02-02
GSW,L,2017-02-04
GSW,W,2017-02-08
GSW,W,2017-02-10
GSW,W,2017-02-11
GSW,L,2017-02-13
GSW,W,2017-02-15
GSW,W,2017-02-23
GSW,W,2017-02-25
GSW,W,2017-02-27
GSW,L,2017-02-28
GSW,L,2017-03-02
GSW,W,2017-03-05
GSW,W,2017-03-06
GSW,L,2017-03-08
GSW,L,2017-03-10
GSW,L,2017-03-11
GSW,W,2017-03-14
GSW,W,2017-03-16
GSW,W,2017-03-18
GSW,W,2017-03-20
GSW,W,2017-03-21
GSW,W,2017-03-24
GSW,W,2017-03-26
GSW,W,2017-03-28
GSW,W,2017-03-29
GSW,W,2017-03-31
GSW,W,2017-04-02
GSW,W,2017-04-04
GSW,W,2017-04-05
GSW,W,2017-04-08
GSW,L,2017-04-10
GSW,W,2017-04-12
HOU,L,2016-10-26
HOU,W,2016-10-28
HOU,W,2016-10-30
HOU,L,2016-11-01
HOU,W,2016-11-02
HOU,L,2016-11-05
HOU,W,2016-11-07
HOU,W,2016-11-09
HOU,L,2016-11-12
HOU,W,2016-11-14
HOU,L,2016-11-16
HOU,W,2016-11-17
HOU,W,2016-11-19
HOU,W,2016-11-21
HOU,L,2016-11-23
HOU,W,2016-11-25
HOU,W,2016-11-27
HOU,L,2016-11-29
HOU,W,2016-12-01
HOU,W,2016-12-02
HOU,W,2016-12-05
HOU,W,2016-12-07
HOU,W,2016-12-09
HOU,W,2016-12-10
HOU,W,2016-12-12
HOU,W,2016-12-14
HOU,W,2016-12-16
HOU,W,2016-12-17
HOU,L,2016-12-20
HOU,W,2016-12-21
HOU,L,2016-12-23
HOU,W,2016-12-26
HOU,W,2016-12-27
HOU,W,2016-12-30
HOU,W,2016-12-31
HOU,W,2017-01-02
HOU,W,2017-01-05
HOU,W,2017-01-06
HOU,W,2017-01-08
HOU,W,2017-01-10
HOU,L,2017-01-11
HOU,L,2017-01-13
HOU,W,2017-01-15
HOU,L,2017-01-17
HOU,W,2017-01-18
HOU,L,2017-01-20
HOU,W,2017-01-21
HOU,L,2017-01-23
HOU,L,2017-01-25
HOU,W,2017-01-27
HOU,L,2017-01-29
HOU,W,2017-01-31
HOU,L,2017-02-02
HOU,W,2017-02-03
HOU,W,2017-02-07
HOU,W,2017-02-09
HOU,W,2017-02-11
HOU,L,2017-02-15
HOU,W,2017-02-23
HOU,W,2017-02-25
HOU,L,2017-02-27
HOU,W,2017-03-01
HOU,W,2017-03-04
HOU,L,2017-03-06
HOU,L,2017-03-08
HOU,W,2017-03-10
HOU,W,2017-03-12
HOU,W,2017-03-15
HOU,L,2017-03-17
HOU,W,2017-03-18
HOU,W,2017-03-20
HOU,W,2017-03-24
HOU,W,2017-03-26
HOU,L,2017-03-28
HOU,L,2017-03-30
HOU,L,2017-03-31
HOU,W,2017-04-02
HOU,W,2017-04-05
HOU,L,2017-04-07
HOU,W,2017-04-09
HOU,L,2017-04-10
HOU,W,2017-04-12
IND,W,2016-10-26
IND,L,2016-10-28
IND,L,2016-10-29
IND,W,2016-11-01
IND,L,2016-11-03
IND,W,2016-11-05
IND,L,2016-11-07
IND,W,2016-11-09
IND,L,2016-11-11
IND,L,2016-11-12
IND,W,2016-11-14
IND,W,2016-11-16
IND,L,2016-11-18
IND,W,2016-11-20
IND,L,2016-11-21
IND,L,2016-11-23
IND,W,2016-11-25
IND,W,2016-11-27
IND,L,2016-11-30
IND,W,2016-12-04
IND,L,2016-12-05
IND,W,2016-12-07
IND,L,2016-12-09
IND,W,2016-12-10
IND,W,2016-12-12
IND,L,2016-12-14
IND,L,2016-12-15
IND,W,2016-12-17
IND,W,2016-12-19
IND,L,2016-12-20
IND,L,2016-12-22
IND,L,2016-12-26
IND,L,2016-12-28
IND,W,2016-12-30
IND,W,2017-01-01
IND,W,2017-01-03
IND,W,2017-01-05
IND,W,2017-01-07
IND,L,2017-01-12
IND,W,2017-01-16
IND,W,2017-01-18
IND,L,2017-01-20
IND,L,2017-01-21
IND,L,2017-01-23
IND,W,2017-01-26
IND,W,2017-01-27
IND,W,2017-01-29
IND,W,2017-02-01
IND,W,2017-02-03
IND,W,2017-02-04
IND,W,2017-02-06
IND,L,2017-02-08
IND,L,2017-02-10
IND,L,2017-02-11
IND,L,2017-02-13
IND,L,2017-02-15
IND,L,2017-02-16
IND,W,2017-02-24
IND,L,2017-02-25
IND,W,2017-02-27
IND,L,2017-03-01
IND,W,2017-03-05
IND,L,2017-03-06
IND,W,2017-03-08
IND,L,2017-03-10
IND,W,2017-03-12
IND,L,2017-03-14
IND,W,2017-03-15
IND,L,2017-03-19
IND,W,2017-03-20
IND,L,2017-03-22
IND,L,2017-03-24
IND,W,2017-03-26
IND,L,2017-03-28
IND,L,2017-03-29
IND,L,2017-03-31
IND,L,2017-04-02
IND,W,2017-04-04
IND,W,2017-04-06
IND,W,2017-04-08
IND,W,2017-04-10
IND,W,2017-04-12
LAC,W,2016-10-27
LAC,W,2016-10-30
LAC,W,2016-10-31
LAC,L,2016-11-02
LAC,W,2016-11-04
LAC,W,2016-11-05
LAC,W,2016-11-07
LAC,W,2016-11-09
LAC,W,2016-11-11
LAC,W,2016-11-12
LAC,W,2016-11-14
LAC,L,2016-11-16
LAC,W,2016-11-18
LAC,W,2016-11-19
LAC,W,2016-11-21
LAC,W,2016-11-23
LAC,L,2016-11-25
LAC,L,2016-11-27
LAC,L,2016-11-29
LAC,W,2016-12-01
LAC,W,2016-12-02
LAC,L,2016-12-04
LAC,L,2016-12-07
LAC,W,2016-12-10
LAC,W,2016-12-12
LAC,W,2016-12-14
LAC,W,2016-12-16
LAC,L,2016-12-18
LAC,W,2016-12-20
LAC,W,2016-12-22
LAC,L,2016-12-23
LAC,L,2016-12-25
LAC,L,2016-12-26
LAC,L,2016-12-28
LAC,L,2016-12-30
LAC,L,2016-12-31
LAC,W,2017-01-02
LAC,W,2017-01-04
LAC,W,2017-01-06
LAC,W,2017-01-08
LAC,W,2017-01-11
LAC,W,2017-01-14
LAC,W,2017-01-16
LAC,L,2017-01-19
LAC,L,2017-01-21
LAC,W,2017-01-23
LAC,L,2017-01-24
LAC,L,2017-01-28
LAC,W,2017-02-01
LAC,L,2017-02-02
LAC,L,2017-02-05
LAC,L,2017-02-06
LAC,W,2017-02-08
LAC,W,2017-02-11
LAC,W,2017-02-13
LAC,W,2017-02-15
LAC,L,2017-02-23
LAC,L,2017-02-24
LAC,W,2017-02-26
LAC,L,2017-03-01
LAC,L,2017-03-03
LAC,W,2017-03-04
LAC,W,2017-03-06
LAC,L,2017-03-08
LAC,W,2017-03-09
LAC,W,2017-03-11
LAC,L,2017-03-13
LAC,L,2017-03-15
LAC,L,2017-03-16
LAC,W,2017-03-18
LAC,W,2017-03-20
LAC,W,2017-03-21
LAC,L,2017-03-23
LAC,W,2017-03-25
LAC,L,2017-03-26
LAC,W,2017-03-29
LAC,W,2017-03-30
LAC,W,2017-04-01
LAC,W,2017-04-05
LAC,W,2017-04-08
LAC,W,2017-04-10
LAC,W,2017-04-12
LAL,W,2016-10-26
LAL,L,2016-10-28
LAL,L,2016-10-30
LAL,L,2016-11-01
LAL,W,2016-11-02
LAL,W,2016-11-04
LAL,W,2016-11-06
LAL,L,2016-11-08
LAL,W,2016-11-10
LAL,W,2016-11-12
LAL,L,2016-11-13
LAL,W,2016-11-15
LAL,L,2016-11-18
LAL,L,2016-11-20
LAL,W,2016-11-22
LAL,L,2016-11-23
LAL,L,2016-11-25
LAL,W,2016-11-27
LAL,L,2016-11-29
LAL,W,2016-11-30
LAL,L,2016-12-02
LAL,L,2016-12-03
LAL,L,2016-12-05
LAL,L,2016-12-07
LAL,L,2016-12-09
LAL,L,2016-12-11
LAL,L,2016-12-12
LAL,L,2016-12-14
LAL,W,2016-12-16
LAL,L,2016-12-17
LAL,L,2016-12-20
LAL,L,2016-12-22
LAL,L,2016-12-23
LAL,W,2016-12-25
LAL,L,2016-12-27
LAL,L,2016-12-29
LAL,L,2017-01-01
LAL,W,2017-01-03
LAL,L,2017-01-05
LAL,W,2017-01-06
LAL,W,2017-01-08
LAL,L,2017-01-10
LAL,L,2017-01-12
LAL,L,2017-01-14
LAL,L,2017-01-15
LAL,L,2017-01-17
LAL,W,2017-01-20
LAL,L,2017-01-22
LAL,L,2017-01-25
LAL,L,2017-01-26
LAL,W,2017-01-31
LAL,L,2017-02-02
LAL,L,2017-02-03
LAL,W,2017-02-06
LAL,L,2017-02-08
LAL,W,2017-02-10
LAL,L,2017-02-14
LAL,L,2017-02-15
LAL,L,2017-02-24
LAL,L,2017-02-26
LAL,L,2017-02-28
LAL,L,2017-03-03
LAL,L,2017-03-05
LAL,L,2017-03-07
LAL,W,2017-03-09
LAL,L,2017-03-12
LAL,L,2017-03-13
LAL,L,2017-03-15
LAL,L,2017-03-17
LAL,L,2017-03-19
LAL,L,2017-03-21
LAL,W,2017-03-24
LAL,L,2017-03-26
LAL,L,2017-03-28
LAL,L,2017-03-30
LAL,L,2017-04-01
LAL,W,2017-04-02
LAL,W,2017-04-05
LAL,W,2017-04-07
LAL,W,2017-04-09
LAL,W,2017-04-11
LAL,L,2017-04-12
MEM,W,2016-10-26
MEM,L,2016-10-29
MEM,W,2016-10-30
MEM,L,2016-11-01
MEM,W,2016-11-02
MEM,L,2016-11-04
MEM,L,2016-11-06
MEM,W,2016-11-08
MEM,L,2016-11-12
MEM,W,2016-11-14
MEM,W,2016-11-16
MEM,W,2016-11-18
MEM,W,2016-11-19
MEM,W,2016-11-21
MEM,W,2016-11-23
MEM,L,2016-11-25
MEM,W,2016-11-26
MEM,L,2016-11-28
MEM,L,2016-11-30
MEM,W,2016-12-01
MEM,W,2016-12-03
MEM,W,2016-12-05
MEM,W,2016-12-06
MEM,W,2016-12-08
MEM,W,2016-12-10
MEM,L,2016-12-13
MEM,W,2016-12-14
MEM,L,2016-12-16
MEM,L,2016-12-18
MEM,L,2016-12-20
MEM,W,2016-12-21
MEM,W,2016-12-23
MEM,L,2016-12-26
MEM,L,2016-12-27
MEM,W,2016-12-29
MEM,W,2016-12-31
MEM,L,2017-01-03
MEM,L,2017-01-04
MEM,W,2017-01-06
MEM,W,2017-01-08
MEM,L,2017-01-11
MEM,W,2017-01-13
MEM,L,2017-01-15
MEM,L,2017-01-18
MEM,W,2017-01-20
MEM,L,2017-01-21
MEM,W,2017-01-25
MEM,L,2017-01-27
MEM,W,2017-01-28
MEM,W,2017-01-30
MEM,W,2017-02-01
MEM,L,2017-02-03
MEM,W,2017-02-04
MEM,W,2017-02-06
MEM,W,2017-02-08
MEM,L,2017-02-10
MEM,W,2017-02-13
MEM,L,2017-02-15
MEM,L,2017-02-24
MEM,W,2017-02-26
MEM,W,2017-02-28
MEM,L,2017-03-03
MEM,L,2017-03-04
MEM,L,2017-03-06
MEM,L,2017-03-09
MEM,L,2017-03-11
MEM,W,2017-03-13
MEM,W,2017-03-15
MEM,W,2017-03-16
MEM,W,2017-03-18
MEM,L,2017-03-21
MEM,L,2017-03-23
MEM,L,2017-03-26
MEM,L,2017-03-27
MEM,W,2017-03-29
MEM,W,2017-03-31
MEM,L,2017-04-02
MEM,L,2017-04-04
MEM,L,2017-04-05
MEM,W,2017-04-07
MEM,L,2017-04-09
MEM,L,2017-04-12
MIA,W,2016-10-26
MIA,L,2016-10-28
MIA,L,2016-10-30
MIA,W,2016-11-01
MIA,L,2016-11-04
MIA,L,2016-11-07
MIA,L,2016-11-10
MIA,L,2016-11-12
MIA,L,2016-11-14
MIA,L,2016-11-15
MIA,W,2016-11-17
MIA,W,2016-11-19
MIA,L,2016-11-21
MIA,L,2016-11-23
MIA,W,2016-11-25
MIA,L,2016-11-26
MIA,L,2016-11-28
MIA,W,2016-11-30
MIA,W,2016-12-01
MIA,L,2016-12-03
MIA,L,2016-12-06
MIA,L,2016-12-07
MIA,L,2016-12-09
MIA,L,2016-12-10
MIA,W,2016-12-12
MIA,W,2016-12-14
MIA,L,2016-12-16
MIA,L,2016-12-18
MIA,L,2016-12-20
MIA,W,2016-12-22
MIA,L,2016-12-23
MIA,L,2016-12-27
MIA,L,2016-12-29
MIA,L,2016-12-30
MIA,L,2017-01-01
MIA,L,2017-01-03
MIA,W,2017-01-04
MIA,L,2017-01-06
MIA,L,2017-01-08
MIA,L,2017-01-10
MIA,L,2017-01-13
MIA,W,2017-01-17
MIA,W,2017-01-19
MIA,W,2017-01-21
MIA,W,2017-01-23
MIA,W,2017-01-25
MIA,W,2017-01-27
MIA,W,2017-01-28
MIA,W,2017-01-30
MIA,W,2017-02-01
MIA,W,2017-02-04
MIA,W,2017-02-06
MIA,W,2017-02-08
MIA,W,2017-02-10
MIA,L,2017-02-11
MIA,L,2017-02-13
MIA,W,2017-02-15
MIA,W,2017-02-24
MIA,W,2017-02-25
MIA,L,2017-02-27
MIA,W,2017-03-01
MIA,L,2017-03-03
MIA,W,2017-03-04
MIA,W,2017-03-06
MIA,W,2017-03-08
MIA,W,2017-03-11
MIA,L,2017-03-12
MIA,W,2017-03-15
MIA,W,2017-03-17
MIA,L,2017-03-19
MIA,W,2017-03-21
MIA,L,2017-03-23
MIA,L,2017-03-26
MIA,W,2017-03-28
MIA,W,2017-03-29
MIA,L,2017-03-31
MIA,L,2017-04-02
MIA,W,2017-04-05
MIA,L,2017-04-07
MIA,W,2017-04-08
MIA,W,2017-04-10
MIA,W,2017-04-12
MIL,L,2016-10-26
MIL,W,2016-10-29
MIL,L,2016-10-30
MIL,W,2016-11-01
MIL,W,2016-11-03
MIL,W,2016-11-05
MIL,L,2016-11-06
MIL,L,2016-11-10
MIL,W,2016-11-12
MIL,L,2016-11-16
MIL,L,2016-11-17
MIL,L,2016-11-19
MIL,W,2016-11-21
MIL,L,2016-11-25
MIL,W,2016-11-27
MIL,W,2016-11-29
MIL,W,2016-12-01
MIL,W,2016-12-03
MIL,L,2016-12-05
MIL,W,2016-12-07
MIL,L,2016-12-09
MIL,L,2016-12-10
MIL,L,2016-12-12
MIL,W,2016-12-15
MIL,W,2016-12-16
MIL,L,2016-12-20
MIL,L,2016-12-21
MIL,W,2016-12-23
MIL,L,2016-12-26
MIL,W,2016-12-28
MIL,L,2016-12-30
MIL,W,2016-12-31
MIL,W,2017-01-02
MIL,W,2017-01-04
MIL,L,2017-01-06
MIL,L,2017-01-08
MIL,W,2017-01-10
MIL,W,2017-01-13
MIL,L,2017-01-15
MIL,L,2017-01-16
MIL,L,2017-01-18
MIL,L,2017-01-20
MIL,L,2017-01-21
MIL,W,2017-01-23
MIL,L,2017-01-25
MIL,L,2017-01-27
MIL,L,2017-01-28
MIL,L,2017-02-01
MIL,L,2017-02-03
MIL,W,2017-02-04
MIL,L,2017-02-08
MIL,L,2017-02-10
MIL,W,2017-02-11
MIL,W,2017-02-13
MIL,W,2017-02-15
MIL,L,2017-02-24
MIL,W,2017-02-26
MIL,L,2017-02-27
MIL,L,2017-03-01
MIL,W,2017-03-03
MIL,W,2017-03-04
MIL,W,2017-03-06
MIL,W,2017-03-08
MIL,W,2017-03-10
MIL,W,2017-03-11
MIL,L,2017-03-13
MIL,W,2017-03-15
MIL,W,2017-03-17
MIL,L,2017-03-18
MIL,W,2017-03-21
MIL,W,2017-03-22
MIL,W,2017-03-24
MIL,L,2017-03-26
MIL,W,2017-03-28
MIL,W,2017-03-29
MIL,W,2017-03-31
MIL,L,2017-04-02
MIL,L,2017-04-04
MIL,L,2017-04-06
MIL,W,2017-04-08
MIL,W,2017-04-10
MIL,L,2017-04-12
MIN,L,2016-10-26
MIN,L,2016-10-29
MIN,W,2016-11-01
MIN,L,2016-11-03
MIN,L,2016-11-05
MIN,L,2016-11-08
MIN,W,2016-11-09
MIN,L,2016-11-12
MIN,W,2016-11-13
MIN,L,2016-11-15
MIN,W,2016-11-17
MIN,L,2016-11-19
MIN,L,2016-11-21
MIN,L,2016-11-23
MIN,W,2016-11-25
MIN,L,2016-11-26
MIN,L,2016-11-28
MIN,L,2016-11-30
MIN,L,2016-12-02
MIN,W,2016-12-03
MIN,L,2016-12-06
MIN,L,2016-12-08
MIN,L,2016-12-09
MIN,L,2016-12-11
MIN,W,2016-12-13
MIN,L,2016-12-17
MIN,W,2016-12-19
MIN,W,2016-12-21
MIN,L,2016-12-23
MIN,L,2016-12-25
MIN,W,2016-12-26
MIN,L,2016-12-28
MIN,W,2016-12-30
MIN,L,2017-01-01
MIN,L,2017-01-03
MIN,L,2017-01-06
MIN,L,2017-01-07
MIN,W,2017-01-09
MIN,W,2017-01-11
MIN,W,2017-01-13
MIN,L,2017-01-15
MIN,L,2017-01-17
MIN,W,2017-01-19
MIN,W,2017-01-22
MIN,W,2017-01-24
MIN,L,2017-01-26
MIN,W,2017-01-28
MIN,W,2017-01-30
MIN,L,2017-02-01
MIN,L,2017-02-03
MIN,L,2017-02-04
MIN,L,2017-02-06
MIN,W,2017-02-08
MIN,L,2017-02-10
MIN,W,2017-02-12
MIN,L,2017-02-14
MIN,W,2017-02-15
MIN,W,2017-02-24
MIN,L,2017-02-25
MIN,W,2017-02-27
MIN,W,2017-03-01
MIN,L,2017-03-04
MIN,W,2017-03-08
MIN,W,2017-03-10
MIN,L,2017-03-11
MIN,W,2017-03-13
MIN,L,2017-03-15
MIN,L,2017-03-17
MIN,L,2017-03-19
MIN,L,2017-03-21
MIN,L,2017-03-24
MIN,L,2017-03-25
MIN,W,2017-03-28
MIN,W,2017-03-30
MIN,L,2017-04-01
MIN,W,2017-04-03
MIN,L,2017-04-04
MIN,L,2017-04-06
MIN,L,2017-04-07
MIN,L,2017-04-09
MIN,L,2017-04-11
MIN,L,2017-04-12
NOP,L,2016-10-26
NOP,L,2016-10-28
NOP,L,2016-10-29
NOP,L,2016-11-01
NOP,L,2016-11-02
NOP,L,2016-11-04
NOP,L,2016-11-07
NOP,L,2016-11-08
NOP,W,2016-11-10
NOP,L,2016-11-12
NOP,W,2016-11-14
NOP,L,2016-11-16
NOP,W,2016-11-18
NOP,W,2016-11-19
NOP,W,2016-11-22
NOP,W,2016-11-23
NOP,L,2016-11-25
NOP,L,2016-11-27
NOP,W,2016-11-29
NOP,L,2016-12-02
NOP,L,2016-12-04
NOP,L,2016-12-05
NOP,L,2016-12-08
NOP,L,2016-12-10
NOP,W,2016-12-11
NOP,L,2016-12-13
NOP,W,2016-12-15
NOP,L,2016-12-16
NOP,L,2016-12-18
NOP,W,2016-12-20
NOP,L,2016-12-21
NOP,W,2016-12-23
NOP,W,2016-12-26
NOP,W,2016-12-28
NOP,W,2016-12-30
NOP,L,2017-01-02
NOP,L,2017-01-05
NOP,L,2017-01-07
NOP,W,2017-01-09
NOP,W,2017-01-12
NOP,L,2017-01-14
NOP,L,2017-01-16
NOP,W,2017-01-18
NOP,L,2017-01-20
NOP,W,2017-01-23
NOP,L,2017-01-25
NOP,W,2017-01-27
NOP,L,2017-01-29
NOP,L,2017-01-31
NOP,L,2017-02-01
NOP,L,2017-02-04
NOP,W,2017-02-06
NOP,L,2017-02-08
NOP,W,2017-02-10
NOP,L,2017-02-12
NOP,W,2017-02-13
NOP,W,2017-02-15
NOP,L,2017-02-23
NOP,L,2017-02-25
NOP,L,2017-02-26
NOP,W,2017-03-01
NOP,L,2017-03-03
NOP,W,2017-03-05
NOP,L,2017-03-06
NOP,L,2017-03-08
NOP,W,2017-03-11
NOP,W,2017-03-14
NOP,L,2017-03-15
NOP,W,2017-03-17
NOP,W,2017-03-19
NOP,W,2017-03-21
NOP,L,2017-03-24
NOP,W,2017-03-26
NOP,L,2017-03-27
NOP,W,2017-03-29
NOP,W,2017-03-31
NOP,L,2017-04-02
NOP,L,2017-04-04
NOP,L,2017-04-07
NOP,L,2017-04-08
NOP,L,2017-04-11
NOP,W,2017-04-12
NYK,L,2016-10-25
NYK,W,2016-10-29
NYK,L,2016-11-01
NYK,L,2016-11-02
NYK,W,2016-11-04
NYK,L,2016-11-06
NYK,W,2016-11-09
NYK,L,2016-11-11
NYK,L,2016-11-12
NYK,W,2016-11-14
NYK,W,2016-11-16
NYK,L,2016-11-17
NYK,W,2016-11-20
NYK,W,2016-11-22
NYK,W,2016-11-25
NYK,L,2016-11-26
NYK,L,2016-11-28
NYK,W,2016-11-30
NYK,W,2016-12-02
NYK,W,2016-12-04
NYK,W,2016-12-06
NYK,L,2016-12-07
